0.804053	0.804053	1.45699	0.758098	1.34148	1.01016	0.320216	0.0515321	0.0048744	0.000299228	1.31485e-05	1.31485e-05	
0.804053	0.804053	1.45699	0.758098	1.34148	1.01016	0.320216	0.0515321	0.0048744	0.000299228	1.31485e-05	1.31485e-05	
1.45699	1.45699	-0.229016	-1.60547	-0.993784	0.723854	0.645111	0.168856	0.0221342	0.00174491	9.48084e-05	9.48084e-05	
0.758098	0.758098	-1.60547	1.2366	-1.07195	-0.34501	0.451203	0.235059	0.0449071	0.00463979	0.000315154	0.000315154	
1.34148	1.34148	-0.993784	-1.07195	-1.70798	0.42247	0.696368	0.203876	0.0284932	0.00236731	0.000135339	0.000135339	
1.01016	1.01016	0.723854	-0.34501	0.42247	0.966306	0.399194	0.0736715	0.00771322	0.00051724	2.47424e-05	2.47424e-05	
0.320216	0.320216	0.645111	0.451203	0.696368	0.399194	0.0994533	0.0133854	0.00110938	6.1583e-05	2.49548e-06	2.49548e-06	
0.0515321	0.0515321	0.168856	0.235059	0.203876	0.0736715	0.0133854	0.00141813	9.66828e-05	4.53829e-06	1.57802e-07	1.57802e-07	
0.0048744	0.0048744	0.0221342	0.0449071	0.0284932	0.00771322	0.00110938	9.66828e-05	5.56382e-06	2.24383e-07	6.76565e-09	6.76565e-09	
0.000299228	0.000299228	0.00174491	0.00463979	0.00236731	0.00051724	6.1583e-05	4.53829e-06	2.24383e-07	7.86504e-09	2.07287e-10	2.07287e-10	
1.31485e-05	1.31485e-05	9.48084e-05	0.000315154	0.000135339	2.47424e-05	2.49548e-06	1.57802e-07	6.76565e-09	2.07287e-10	4.79135e-12	4.79135e-12	
1.31485e-05	1.31485e-05	9.48084e-05	0.000315154	0.000135339	2.47424e-05	2.49548e-06	1.57802e-07	6.76565e-09	2.07287e-10	4.79135e-12	4.79135e-12	
