-0.257107	-0.257107	-0.328217	0.769909	-1.27503	0.274005	-0.17935	0.378056	0.923183	-0.00826813	-0.406642	-0.406642	
-0.257107	-0.257107	-0.328217	0.769909	-1.27503	0.274005	-0.17935	0.378056	0.923183	-0.00826813	-0.406642	-0.406642	
-0.328217	-0.328217	0.736862	-0.683409	-0.979175	-0.486646	0.103827	1.18894	0.761881	-0.210094	-0.250468	-0.250468	
0.769909	0.769909	-0.683409	0.190639	-0.0624392	0.532965	0.877871	-0.0841243	-0.210099	0.0197047	0.160104	0.160104	
-1.27503	-1.27503	-0.979175	-0.0624392	-0.586247	-0.402293	-0.534276	-0.260169	0.520091	0.449618	0.143403	0.143403	
0.274005	0.274005	-0.486646	0.532965	-0.402293	0.014359	0.360038	0.215256	0.611818	0.395249	0.0254666	0.0254666	
-0.17935	-0.17935	0.103827	0.877871	-0.534276	0.360038	-0.256973	0.2365	0.913496	0.280856	-0.106081	-0.106081	
0.378056	0.378056	1.18894	-0.0841243	-0.260169	0.215256	0.2365	1.1736	0.551606	-0.216981	0.0155659	0.0155659	
0.923183	0.923183	0.761881	-0.210099	0.520091	0.611818	0.913496	0.551606	-0.401721	-0.232193	0.444215	0.444215	
-0.00826813	-0.00826813	-0.210094	0.0197047	0.449618	0.395249	0.280856	-0.216981	-0.232193	0.299015	0.659789	0.659789	
-0.406642	-0.406642	-0.250468	0.160104	0.143403	0.0254666	-0.106081	0.0155659	0.444215	0.659789	0.613198	0.613198	
-0.406642	-0.406642	-0.250468	0.160104	0.143403	0.0254666	-0.106081	0.0155659	0.444215	0.659789	0.613198	0.613198	
