-0.731201	-0.731201	0.0100015	0.0923667	-0.130968	-0.396271	-0.156726	0.343117	-0.371299	0.426455	-0.130555	-0.130555	
-0.731201	-0.731201	0.0100015	0.0923667	-0.130968	-0.396271	-0.156726	0.343117	-0.371299	0.426455	-0.130555	-0.130555	
0.0100015	0.0100015	0.846476	0.764624	0.688666	0.0375548	-0.0581986	0.605687	-0.122303	0.630607	0.0349858	0.0349858	
0.0923667	0.0923667	0.764624	1.02361	0.718571	0.0319486	0.527336	0.428715	-0.0706804	0.954929	0.263055	0.263055	
-0.130968	-0.130968	0.688666	0.718571	0.588082	-0.00256323	-0.171413	0.778951	0.638543	0.809755	0.0914748	0.0914748	
-0.396271	-0.396271	0.0375548	0.0319486	-0.00256323	-1.14663	0.363269	0.58504	0.38992	0.579063	-1.09749	-1.09749	
-0.156726	-0.156726	-0.0581986	0.527336	-0.171413	0.363269	0.320629	-0.634091	-0.497096	-0.282216	0.502354	0.502354	
0.343117	0.343117	0.605687	0.428715	0.778951	0.58504	-0.634091	-0.0435092	-0.536695	-0.209743	-0.256283	-0.256283	
-0.371299	-0.371299	-0.122303	-0.0706804	0.638543	0.38992	-0.497096	-0.536695	-1.07677	0.00374946	0.214624	0.214624	
0.426455	0.426455	0.630607	0.954929	0.809755	0.579063	-0.282216	-0.209743	0.00374946	-0.223927	0.0990804	0.0990804	
-0.130555	-0.130555	0.0349858	0.263055	0.0914748	-1.09749	0.502354	-0.256283	0.214624	0.0990804	-1.21591	-1.21591	
-0.130555	-0.130555	0.0349858	0.263055	0.0914748	-1.09749	0.502354	-0.256283	0.214624	0.0990804	-1.21591	-1.21591	
