-0.013179	-0.013179	0.347276	-0.080864	0.687676	-0.14099	-0.836358	0.308654	0.230355	0.238282	-0.488131	-0.488131	
-0.013179	-0.013179	0.347276	-0.080864	0.687676	-0.14099	-0.836358	0.308654	0.230355	0.238282	-0.488131	-0.488131	
0.347276	0.347276	0.871619	0.10317	0.491616	0.115886	-0.541911	0.563689	0.346144	0.0994553	-0.53191	-0.53191	
-0.080864	-0.080864	0.10317	-0.257225	1.26194	-0.306817	-0.379963	-0.0718685	-0.222916	0.482626	-0.0291902	-0.0291902	
0.687676	0.687676	0.491616	1.26194	0.0925829	-0.0072321	0.245428	0.228523	0.767248	0.465668	-0.364078	-0.364078	
-0.14099	-0.14099	0.115886	-0.306817	-0.0072321	0.918078	-0.0147383	-0.0578108	-0.640206	-0.316449	1.05893	1.05893	
-0.836358	-0.836358	-0.541911	-0.379963	0.245428	-0.0147383	-0.665067	-0.279566	-0.0373116	0.496859	0.655022	0.655022	
0.308654	0.308654	0.563689	-0.0718685	0.228523	-0.0578108	-0.279566	0.695599	0.48134	0.0550919	-0.640245	-0.640245	
0.230355	0.230355	0.346144	-0.222916	0.767248	-0.640206	-0.0373116	0.48134	0.30423	0.451158	-0.907956	-0.907956	
0.238282	0.238282	0.0994553	0.482626	0.465668	-0.316449	0.496859	0.0550919	0.451158	0.778751	-0.0753072	-0.0753072	
-0.488131	-0.488131	-0.53191	-0.0291902	-0.364078	1.05893	0.655022	-0.640245	-0.907956	-0.0753072	2.17472	2.17472	
-0.488131	-0.488131	-0.53191	-0.0291902	-0.364078	1.05893	0.655022	-0.640245	-0.907956	-0.0753072	2.17472	2.17472	
