-0.517062	-0.517062	-0.469712	-0.415162	-0.395188	-0.437431	-0.530045	-0.656218	-0.793234	-0.917096	-0.99823	-1.00052	-0.913811	-0.743631	-0.508979	-0.225238	0.0874612	0.385408	0.613426	0.73629	0.74336	0.661215	0.51286	0.334137	0.151542	-0.0242537	-0.187914	-0.331077	-0.43691	-0.502383	-0.547703	-0.57757	-0.57131	-0.524077	-0.437058	-0.333812	-0.205469	-0.0583199	0.0754963	0.165597	0.189749	0.124227	-0.0213886	-0.240053	-0.49322	-0.733114	-0.906871	-0.982056	-0.957217	-0.845819	
-0.517062	-0.517062	-0.469712	-0.415162	-0.395188	-0.437431	-0.530045	-0.656218	-0.793234	-0.917096	-0.99823	-1.00052	-0.913811	-0.743631	-0.508979	-0.225238	0.0874612	0.385408	0.613426	0.73629	0.74336	0.661215	0.51286	0.334137	0.151542	-0.0242537	-0.187914	-0.331077	-0.43691	-0.502383	-0.547703	-0.57757	-0.57131	-0.524077	-0.437058	-0.333812	-0.205469	-0.0583199	0.0754963	0.165597	0.189749	0.124227	-0.0213886	-0.240053	-0.49322	-0.733114	-0.906871	-0.982056	-0.957217	-0.845819	
-0.469712	-0.469712	-0.424463	-0.37392	-0.358085	-0.404949	-0.502608	-0.633889	-0.776908	-0.906533	-0.993751	-1.00278	-0.922544	-0.758416	-0.529672	-0.249836	0.0573073	0.352153	0.577721	0.700103	0.710026	0.631091	0.488809	0.316858	0.142266	-0.0251352	-0.178988	-0.312894	-0.410111	-0.467867	-0.506005	-0.529617	-0.516927	-0.46515	-0.374965	-0.266752	-0.135369	0.0131482	0.150496	0.243268	0.270044	0.208968	0.0672927	-0.150098	-0.401724	-0.642605	-0.819385	-0.902051	-0.888049	-0.791056	
-0.415162	-0.415162	-0.37392	-0.328122	-0.318882	-0.370698	-0.473867	-0.611366	-0.760133	-0.896678	-0.99093	-1.00807	-0.93702	-0.781937	-0.560246	-0.289489	0.011912	0.298463	0.520773	0.642995	0.655812	0.584095	0.450305	0.28936	0.126097	-0.0276443	-0.167849	-0.285946	-0.367867	-0.411923	-0.435551	-0.443041	-0.419103	-0.356037	-0.256251	-0.140659	-0.00124975	0.155062	0.296073	0.394727	0.426784	0.369269	0.228761	0.0157684	-0.237158	-0.482401	-0.670902	-0.769291	-0.77572	-0.70083	
-0.395188	-0.395188	-0.358085	-0.318882	-0.315549	-0.371689	-0.479196	-0.619598	-0.772362	-0.911764	-1.00906	-1.0312	-0.965124	-0.814842	-0.598674	-0.330337	-0.0370628	0.244878	0.462242	0.582797	0.6	0.532216	0.407888	0.256862	0.106005	-0.0339739	-0.156834	-0.2567	-0.320494	-0.347093	-0.35155	-0.340009	-0.295479	-0.214572	-0.100355	0.0336598	0.186257	0.349755	0.499928	0.603491	0.637282	0.583226	0.442465	0.222228	-0.037688	-0.295499	-0.500911	-0.62496	-0.662048	-0.623934	
-0.437431	-0.437431	-0.404949	-0.370698	-0.371689	-0.428311	-0.534375	-0.672985	-0.821987	-0.958067	-1.05162	-1.07212	-1.00616	-0.857254	-0.640512	-0.37601	-0.0847824	0.18937	0.403868	0.523914	0.544058	0.483135	0.366007	0.22473	0.0829945	-0.0452495	-0.154638	-0.237745	-0.283975	-0.292889	-0.276988	-0.239705	-0.173083	-0.0701586	0.064816	0.217567	0.387593	0.565364	0.722364	0.831614	0.867423	0.810268	0.660876	0.43412	0.158413	-0.119129	-0.352568	-0.508657	-0.582426	-0.578444	
-0.530045	-0.530045	-0.502608	-0.473867	-0.479196	-0.534375	-0.638162	-0.770949	-0.914131	-1.04228	-1.12751	-1.14209	-1.07139	-0.918262	-0.698441	-0.429511	-0.140803	0.131958	0.343639	0.46468	0.490774	0.434911	0.327443	0.194268	0.0616995	-0.0558376	-0.152957	-0.220414	-0.251494	-0.246519	-0.212236	-0.154563	-0.0667834	0.0570342	0.208545	0.382251	0.568335	0.755624	0.920388	1.03278	1.06602	1.00607	0.846655	0.603318	0.310891	0.0109631	-0.250924	-0.443492	-0.554834	-0.591747	
-0.656218	-0.656218	-0.633889	-0.611366	-0.619598	-0.672985	-0.770949	-0.896623	-1.02983	-1.14762	-1.22068	-1.22671	-1.14844	-0.990425	-0.764078	-0.492045	-0.201462	0.0681732	0.280482	0.404458	0.438359	0.393203	0.296186	0.17524	0.0530539	-0.0547061	-0.139192	-0.194248	-0.214038	-0.198749	-0.153791	-0.0815369	0.0206873	0.155263	0.31699	0.50163	0.696736	0.88789	1.05342	1.16415	1.19432	1.12824	0.96048	0.709214	0.40018	0.0802227	-0.206886	-0.428887	-0.575059	-0.641431	
-0.793234	-0.793234	-0.776908	-0.760133	-0.772362	-0.821987	-0.914131	-1.02983	-1.1523	-1.25614	-1.3155	-1.30927	-1.22207	-1.05645	-0.822613	-0.54428	-0.25145	0.0193205	0.232458	0.363413	0.408522	0.375716	0.294461	0.18651	0.075631	-0.0197885	-0.0956454	-0.138576	-0.149954	-0.131283	-0.0813263	-0.00208737	0.101786	0.237927	0.395241	0.577939	0.76848	0.95452	1.11171	1.2158	1.23882	1.16882	0.992612	0.73446	0.42135	0.0950754	-0.206476	-0.450942	-0.61901	-0.70935	
-0.917096	-0.917096	-0.906533	-0.896678	-0.911764	-0.958067	-1.04228	-1.14762	-1.25614	-1.34535	-1.3862	-1.36659	-1.26633	-1.09138	-0.847973	-0.560962	-0.263634	0.00877881	0.225444	0.362795	0.419638	0.401359	0.333662	0.24015	0.14146	0.0540042	-0.0110059	-0.0467575	-0.0552328	-0.0377488	0.00811575	0.0813205	0.181501	0.305815	0.449394	0.620182	0.798035	0.964409	1.10528	1.19318	1.20504	1.12797	0.952673	0.698591	0.386766	0.0614943	-0.238926	-0.486431	-0.665178	-0.764685	
-0.99823	-0.99823	-0.993751	-0.99093	-1.00906	-1.05162	-1.12751	-1.22068	-1.3155	-1.3862	-1.4095	-1.37249	-1.25998	-1.07584	-0.822758	-0.529704	-0.227819	0.0460154	0.264171	0.40945	0.477606	0.472638	0.419569	0.337033	0.244967	0.163237	0.0979912	0.0636954	0.0524206	0.0613637	0.0969672	0.163133	0.249064	0.357184	0.479261	0.628243	0.782404	0.929328	1.04768	1.11819	1.11814	1.03591	0.856554	0.60798	0.309972	0.00292941	-0.285041	-0.526636	-0.698809	-0.792229	
-1.00052	-1.00052	-1.00278	-1.00807	-1.0312	-1.07212	-1.14209	-1.22671	-1.30927	-1.36659	-1.37249	-1.32243	-1.19929	-1.00806	-0.750102	-0.451233	-0.14856	0.124709	0.342043	0.490201	0.564793	0.569286	0.523447	0.447562	0.358876	0.275657	0.20927	0.171139	0.151237	0.146618	0.166101	0.213273	0.283709	0.371165	0.470689	0.599222	0.734688	0.85681	0.953354	1.00403	0.990903	0.902343	0.729708	0.493229	0.210143	-0.0795385	-0.345489	-0.566245	-0.721654	-0.799622	
-0.913811	-0.913811	-0.922544	-0.93702	-0.965124	-1.00616	-1.07139	-1.14844	-1.22207	-1.26633	-1.25998	-1.19929	-1.07158	-0.881911	-0.626201	-0.33395	-0.0379336	0.225048	0.4336	0.578153	0.653706	0.662578	0.621459	0.547561	0.457402	0.368188	0.293452	0.245251	0.213226	0.192937	0.194561	0.226506	0.281287	0.349055	0.427843	0.534533	0.648798	0.753518	0.833038	0.870295	0.850671	0.761006	0.591657	0.367385	0.104421	-0.158264	-0.399051	-0.598042	-0.732137	-0.785792	
-0.743631	-0.743631	-0.758416	-0.781937	-0.814842	-0.857254	-0.918262	-0.990425	-1.05645	-1.09138	-1.07584	-1.00806	-0.881911	-0.697739	-0.454107	-0.173146	0.106667	0.353772	0.54473	0.677084	0.743918	0.748334	0.70268	0.62491	0.527427	0.431113	0.346849	0.290383	0.248365	0.214459	0.199863	0.216908	0.256377	0.309522	0.372274	0.463704	0.565077	0.656733	0.72239	0.748771	0.724236	0.636012	0.479208	0.271158	0.030401	-0.209351	-0.424785	-0.601116	-0.712297	-0.745437	
-0.508979	-0.508979	-0.529672	-0.560246	-0.598674	-0.640512	-0.698441	-0.764078	-0.822613	-0.847973	-0.822758	-0.750102	-0.626201	-0.454107	-0.226701	0.0323654	0.290954	0.511618	0.679405	0.790681	0.841797	0.835894	0.780799	0.692979	0.587489	0.476854	0.382987	0.315178	0.263352	0.219733	0.196161	0.202725	0.238657	0.283514	0.338331	0.418859	0.512249	0.594536	0.653019	0.674909	0.650939	0.567478	0.422723	0.234515	0.0165302	-0.196713	-0.386503	-0.538736	-0.632878	-0.650808	
-0.225238	-0.225238	-0.249836	-0.289489	-0.330337	-0.37601	-0.429511	-0.492045	-0.54428	-0.560962	-0.529704	-0.451233	-0.33395	-0.173146	0.0323654	0.270511	0.50268	0.699618	0.840913	0.929955	0.963261	0.942244	0.873904	0.774782	0.653308	0.531507	0.423654	0.344785	0.286259	0.236254	0.204671	0.210382	0.242998	0.288449	0.343948	0.422863	0.514084	0.596995	0.65384	0.674127	0.652595	0.577188	0.449093	0.277463	0.0863236	-0.099225	-0.262614	-0.397127	-0.475356	-0.48326	
0.0874612	0.0874612	0.0573073	0.011912	-0.0370628	-0.0847824	-0.140803	-0.201462	-0.25145	-0.263634	-0.227819	-0.14856	-0.0379336	0.106667	0.290954	0.50268	0.712776	0.883592	1.00423	1.07314	1.09074	1.05883	0.980865	0.869772	0.740534	0.603914	0.485838	0.396577	0.329518	0.273498	0.239256	0.239586	0.275026	0.324884	0.385653	0.467949	0.566205	0.653959	0.714163	0.740669	0.725638	0.660378	0.548078	0.402412	0.23684	0.0749812	-0.0665709	-0.178324	-0.245441	-0.254481	
0.385408	0.385408	0.352153	0.298463	0.244878	0.18937	0.131958	0.0681732	0.0193205	0.00877881	0.0460154	0.124709	0.225048	0.353772	0.511618	0.699618	0.883592	1.03469	1.13728	1.19128	1.2012	1.16409	1.08348	0.972212	0.837055	0.696854	0.571908	0.473461	0.401769	0.341589	0.30182	0.301919	0.336741	0.390094	0.45736	0.543624	0.646373	0.740794	0.810963	0.847031	0.843377	0.794366	0.704821	0.577369	0.437643	0.30387	0.186486	0.0860735	0.0213312	0.00596675	
0.613426	0.613426	0.577721	0.520773	0.462242	0.403868	0.343639	0.280482	0.232458	0.225444	0.264171	0.342043	0.4336	0.54473	0.679405	0.840913	1.00423	1.13728	1.22808	1.27334	1.27977	1.24283	1.16707	1.05801	0.928275	0.789856	0.666301	0.569004	0.497613	0.438643	0.399476	0.396358	0.427872	0.482277	0.550736	0.638615	0.744463	0.845606	0.921994	0.967806	0.974883	0.942892	0.873224	0.776262	0.668082	0.556034	0.452042	0.361853	0.294057	0.256907	
0.73629	0.73629	0.700103	0.642995	0.582797	0.523914	0.46468	0.404458	0.363413	0.362795	0.40945	0.490201	0.578153	0.677084	0.790681	0.929955	1.07314	1.19128	1.27334	1.31202	1.31818	1.28525	1.21692	1.11811	0.997276	0.867852	0.751453	0.65807	0.591533	0.537614	0.502875	0.502388	0.534243	0.591285	0.661848	0.747743	0.850747	0.948659	1.02642	1.07931	1.09532	1.08008	1.03361	0.960585	0.875931	0.789038	0.703561	0.617545	0.535787	0.46986	
0.74336	0.74336	0.710026	0.655812	0.6	0.544058	0.490774	0.438359	0.408522	0.419638	0.477606	0.564793	0.653706	0.743918	0.841797	0.963261	1.09074	1.2012	1.27977	1.31818	1.32776	1.29929	1.23929	1.14852	1.03554	0.914668	0.805915	0.719435	0.660763	0.617053	0.591751	0.597413	0.631994	0.691477	0.764701	0.851999	0.952649	1.04845	1.12823	1.18063	1.19843	1.19154	1.15783	1.10503	1.04756	0.980003	0.902028	0.814303	0.716623	0.618443	
0.661215	0.661215	0.631091	0.584095	0.532216	0.483135	0.434911	0.393203	0.375716	0.401359	0.472638	0.569286	0.662578	0.748334	0.835894	0.942244	1.05883	1.16409	1.24283	1.28525	1.29929	1.2779	1.22784	1.14571	1.0427	0.930709	0.827761	0.747058	0.691875	0.654006	0.637331	0.6504	0.688739	0.757157	0.838068	0.931378	1.03268	1.12859	1.20529	1.25919	1.27784	1.27571	1.24727	1.20592	1.1566	1.09531	1.02011	0.927155	0.813029	0.683618	
0.51286	0.51286	0.488809	0.450305	0.407888	0.366007	0.327443	0.296186	0.294461	0.333662	0.419569	0.523447	0.621459	0.70268	0.780799	0.873904	0.980865	1.08348	1.16707	1.21692	1.23929	1.22784	1.18624	1.11471	1.01903	0.913549	0.81686	0.738464	0.685544	0.65296	0.643218	0.661439	0.705255	0.776856	0.865794	0.967628	1.07573	1.1742	1.25953	1.31693	1.33668	1.33336	1.30422	1.2614	1.21	1.14659	1.06086	0.951488	0.812479	0.657395	
0.334137	0.334137	0.316858	0.28936	0.256862	0.22473	0.194268	0.17524	0.18651	0.24015	0.337033	0.447562	0.547561	0.62491	0.692979	0.774782	0.869772	0.972212	1.05801	1.11811	1.14852	1.14571	1.11471	1.05177	0.964832	0.867966	0.775772	0.701677	0.649476	0.618093	0.613609	0.636025	0.681572	0.757446	0.853653	0.965837	1.08093	1.1866	1.27852	1.34006	1.36444	1.36115	1.32728	1.27637	1.21639	1.1355	1.02959	0.896147	0.738912	0.561735	
0.151542	0.151542	0.142266	0.126097	0.106005	0.0829945	0.0616995	0.0530539	0.075631	0.14146	0.244967	0.358876	0.457402	0.527427	0.587489	0.653308	0.740534	0.837055	0.928275	0.997276	1.03554	1.0427	1.01903	0.964832	0.886418	0.795369	0.710313	0.639456	0.587798	0.559466	0.558766	0.586571	0.636417	0.713981	0.817088	0.938165	1.06022	1.17214	1.26839	1.33468	1.36046	1.3512	1.30746	1.24649	1.16685	1.0691	0.944935	0.792778	0.614153	0.42104	
-0.0242537	-0.0242537	-0.0251352	-0.0276443	-0.0339739	-0.0452495	-0.0558376	-0.0547061	-0.0197885	0.0540042	0.163237	0.275657	0.368188	0.431113	0.476854	0.531507	0.603914	0.696854	0.789856	0.867852	0.914668	0.930709	0.913549	0.867966	0.795369	0.711384	0.631648	0.564812	0.515691	0.488381	0.494629	0.528178	0.584522	0.665856	0.775629	0.904709	1.03605	1.14913	1.24778	1.31025	1.32982	1.30594	1.24815	1.16397	1.06802	0.955759	0.818283	0.652099	0.469651	0.273699	
-0.187914	-0.187914	-0.178988	-0.167849	-0.156834	-0.154638	-0.152957	-0.139192	-0.0956454	-0.0110059	0.0979912	0.20927	0.293452	0.346849	0.382987	0.423654	0.485838	0.571908	0.666301	0.751453	0.805915	0.827761	0.81686	0.775772	0.710313	0.631648	0.559344	0.497938	0.452077	0.429097	0.439513	0.482419	0.547431	0.633282	0.751089	0.890074	1.02526	1.14188	1.23339	1.28355	1.28766	1.24056	1.15492	1.04719	0.93092	0.803988	0.662918	0.500415	0.325765	0.137364	
-0.331077	-0.331077	-0.312894	-0.285946	-0.2567	-0.237745	-0.220414	-0.194248	-0.138576	-0.0467575	0.0636954	0.171139	0.245251	0.290383	0.315178	0.344785	0.396577	0.473461	0.569004	0.65807	0.719435	0.747058	0.738464	0.701677	0.639456	0.564812	0.497938	0.441609	0.401045	0.382081	0.400536	0.45502	0.530978	0.626665	0.751901	0.895889	1.03735	1.14959	1.22614	1.25985	1.23804	1.15875	1.04465	0.908113	0.77045	0.639678	0.505339	0.356134	0.200111	0.0297535	
-0.43691	-0.43691	-0.410111	-0.367867	-0.320494	-0.283975	-0.251494	-0.214038	-0.149954	-0.0552328	0.0524206	0.151237	0.213226	0.248365	0.263352	0.286259	0.329518	0.401769	0.497613	0.591533	0.660763	0.691875	0.685544	0.649476	0.587798	0.515691	0.452077	0.401045	0.366178	0.353097	0.379303	0.446208	0.536713	0.642581	0.774698	0.923879	1.06474	1.16793	1.22613	1.23117	1.17573	1.06335	0.916559	0.753446	0.606078	0.476519	0.354318	0.227034	0.0952605	-0.0508445	
