5.37394e-33	4.21026e-35	2.84526e-37	1.65999e-39	8.35985e-42	3.62982e-44	1.35563e-46	4.33868e-49	1.18369e-51	2.73288e-54	5.28708e-57	8.45695e-60	1.09802e-62	1.12736e-65	8.80375e-69	4.91099e-72	1.74237e-75	2.95341e-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.21026e-35	3.0298e-37	1.87569e-39	9.99184e-42	4.57597e-44	1.79791e-46	6.03937e-49	1.72563e-51	4.16436e-54	8.40578e-57	1.40051e-59	1.89114e-62	2.01649e-65	1.63322e-68	9.43738e-72	3.46439e-75	6.06939e-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.84526e-37	1.87569e-39	1.06024e-41	5.13603e-44	2.1284e-46	7.52133e-49	2.25551e-51	5.70038e-54	1.20264e-56	2.09055e-59	2.9403e-62	3.2605e-65	2.7424e-68	1.64347e-71	6.24914e-75	1.13271e-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.65999e-39	9.99184e-42	5.13603e-44	2.2513e-46	8.39096e-49	2.6471e-51	7.02125e-54	1.5513e-56	2.81846e-59	4.13566e-62	4.77655e-65	4.17799e-68	2.60004e-71	1.02529e-74	1.92491e-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.35985e-42	4.57597e-44	2.1284e-46	8.39096e-49	2.79193e-51	7.79028e-54	1.80639e-56	3.43691e-59	5.2709e-62	6.35109e-65	5.78585e-68	3.74433e-71	1.53324e-74	2.98516e-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.62982e-44	1.79791e-46	7.52133e-49	2.6471e-51	7.79028e-54	1.90027e-56	3.79442e-59	6.09393e-62	7.67427e-65	7.29361e-68	4.91596e-71	2.09329e-74	4.23201e-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.35563e-46	6.03937e-49	2.25551e-51	7.02125e-54	1.80639e-56	3.79442e-59	6.39543e-62	8.43417e-65	8.3776e-68	5.89069e-71	2.6124e-74	5.49207e-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.33868e-49	1.72563e-51	5.70038e-54	1.5513e-56	3.43691e-59	6.09393e-62	8.43417e-65	8.77306e-68	6.44714e-71	2.98275e-74	6.53073e-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.18369e-51	4.16436e-54	1.20264e-56	2.81846e-59	5.2709e-62	7.67427e-65	8.3776e-68	6.44714e-71	3.11735e-74	7.12042e-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.73288e-54	8.40578e-57	2.09055e-59	4.13566e-62	6.35109e-65	7.29361e-68	5.89069e-71	2.98275e-74	7.12042e-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
